Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
1.549,-0.094,-2.47,0.778,1.045,0.145,0.456,-0.935,1.204,0.688,0.254,-0.22,0.355,0.82,0.343,2.13,0.141,1.026,-0.531,-0.614,-1.335,0.152,-0.296,0.052,-1.41,1.173,0.08,-1.804,0.76,0.028,0.173,1.037,-0.864,0.784,0.288,0.114,-0.824,0.106,-1.415,-0.397,0.117,2.457,0.087,-1.591,-0.35,-0.814,0.025,0.145,2.117,-2.054,-1.187,-0.501,1.553,0.647,-1.316,-1.854,0.299,0.241,1.446,-1.065,-0.048,-0.757,0.526,0.35,0.426,-0.37,0.725,2.259,-1.882,-0.361,0.243,-0.883,-0.777,-0.603,0.924,0.305,0.941,-1.353,-2.753,-0.474,0.035,0.142,-0.534,1.21,-0.444,-0.327,1.412,-0.273,0.276,1.087,1.738,-0.291,0.762,0.175,-0.91,1.444,-0.672,-0.637,-1.021,1.666
1.125,0.374,-0.098,0.904,0.33,-0.059,-0.659,-0.083,-0.593,-1.167,0.8,-0.753,-0.843,-0.806,0.322,-1.627,-0.071,-0.041,-0.77,-0.698,-0.587,0.289,0.581,-1.052,-0.667,-1.23,1.395,-0.642,-0.012,-0.489,-0.139,1.138,-0.379,0.588,-0.093,-0.287,-0.199,0.198,-0.452,2.738,-1.158,1.228,-0.168,-0.451,-1.849,-0.263,1.69,0.279,0.7,0.217,1.332,1.359,-1.395,0.6,0.458,1.024,0.429,-0.153,-0.153,-1.104,-1.161,-0.39,0.687,1.472,0.34,-0.508,1.002,-0.266,0.28,0.562,2.066,1.45,1.687,-0.868,1.623,-0.956,-0.411,-0.29,0.412,1.037,0.33,-1.153,0.004,-0.573,0.845,-0.067,2.796,0.526,0.419,0.814,0.126,-1.004,-0.123,-1.119,0.274,0.455,-0.671,1.762,-0.218,-0.186
-0.919,0.083,-0.319,-0.442,0.624,1.861,-0.182,1.27,-1.024,1.956,1.093,0.609,-0.825,-0.864,0.614,0.986,0.259,-1.508,-2.018,-2.049,1.969,-0.99,-1.142,0.002,-0.992,-0.026,-0.046,0.524,-0.12,0.702,-0.928,0.98,0.18,-0.853,-1.994,0.098,-0.523,2.188,-1.925,0.004,-0.309,-0.724,0.16,1.076,1.312,-0.977,-0.636,-0.361,-0.666,2.676,0.241,0.975,-0.12,-1.014,-1.018,-0.411,0.428,-1.301,-0.11,0.715,-1.025,-1.234,1.01,0.424,-0.215,1.185,-0.514,-0.293,-0.095,0.859,0.655,-0.887,0.662,-1.233,0.953,-0.587,-0.543,-0.547,-0.785,-0.358,-1.606,-0.666,-1.38,0.375,0.452,-0.637,-0.246,0.367,-0.153,-0.069,1.264,-0.536,1.537,-1.66,-0.641,1.166,0.543,-0.359,0.601,0.475
0.45,0.502,0.46,0.476,0.013,-1.558,0.203,-0.133,1.402,0.96,-0.837,-0.273,0.06,-1.161,0.233,0.161,-0.084,0.125,-1.633,-0.485,0.424,-2.778,1.343,0.661,0.535,0.955,0.843,0.29,-0.314,1.948,0.129,0.398,-0.655,1.073,1.031,-0.582,-0.013,0.501,-1.686,-0.039,-1.471,-0.539,0.585,-1.068,-1.388,0.946,0.238,-0.642,-0.403,-0.239,-0.063,-1.017,1.692,0.563,-1.594,0.442,-1.193,-0.61,-0.178,-1.588,-0.201,-0.699,1.005,0.765,-0.889,-0.744,1.284,-0.981,-0.387,0.112,0.83,0.217,-0.37,-0.517,-1.031,0.55,0.962,0.548,-1.536,0.473,-1.228,1.392,0.345,-0.792,1.445,0.736,0.33,-0.966,0.913,-0.585,1.858,1.219,1.588,0.948,0.706,-0.925,-1.847,0.1,1.326,-0.002
0.418,0.673,0.805,0.873,0.139,0.479,-0.944,-1.09,-0.695,1.354,-1.244,0.843,-0.344,-0.995,-0.761,0.904,-1.241,0.074,1.119,-0.383,-0.452,-0.354,1.179,-0.473,1.266,0.982,1.22,0.242,1.416,-0.311,-0.126,-0.107,-2.111,-0.772,-1.312,-0.156,-0.068,1.578,-0.647,-0.997,-1.039,-0.344,-0.366,0.932,-0.293,-0.913,-1.477,1.846,0.032,0.314,-0.526,-0.17,1.802,0.135,-0.834,-0.569,0.428,-0.441,0.727,1.718,-0.159,-0.78,-0.764,-1.013,1.53,0.948,1.178,0.472,1.874,-1.215,1.426,-0.478,-2.928,-0.034,0.624,-1.892,-0.028,1.373,0.798,0.672,0.287,0.36,1.545,-0.982,-0.659,0.497,1.309,0.06,0.582,0.745,-1.597,0.872,-1.133,1.052,-0.994,0.244,-0.607,-0.368,1.512,-0.298
-1.663,1.305,0.69,-0.553,-0.73,-0.285,-0.084,1.337,-0.627,-0.776,0.107,-0.198,-0.406,-1.206,1.535,1.409,-0.663,-0.924,-1.231,-0.907,1.618,-1.061,1.286,0.453,-0.097,-1.041,1.252,-1.493,1.885,-0.323,-0.024,-1.24,0.544,-0.695,-0.275,1.086,0.098,-0.241,-0.835,0.884,-1.904,-0.396,-0.827,-1.405,0.747,-1.346,-0.161,-0.832,-3.431,0.853,-0.59,1.226,-0.616,0.206,-0.083,0.27,1.123,-0.874,1.256,0.604,1.456,-0.092,2.094,1.0,0.163,-1.596,0.878,-0.657,1.195,-0.418,1.225,0.38,-0.571,-0.525,0.113,-1.032,0.441,-1.961,1.835,-0.218,-1.578,-1.582,-0.784,0.156,1.034,-0.323,1.51,-0.057,-0.304,-0.253,-0.861,0.324,0.654,-1.079,0.874,1.61,-1.558,-0.135,1.43,-0.925
-0.054,0.426,0.513,-0.65,2.682,0.573,-1.542,-0.873,1.409,0.777,-0.658,2.222,-0.981,-1.043,-0.518,-0.982,-0.303,0.641,1.585,-0.398,1.95,-0.51,0.457,0.114,0.925,1.497,0.2,0.893,-0.053,-0.083,-0.705,-1.158,1.005,1.255,0.978,1.183,-0.073,-1.035,0.483,0.64,-0.097,-0.834,-1.414,-1.803,-0.278,1.327,0.668,0.243,0.217,-0.006,2.443,0.178,0.093,0.14,1.541,-0.386,0.448,-2.283,0.004,-0.098,0.909,-0.749,1.426,2.14,1.245,-0.459,-0.226,-0.131,0.234,-1.657,0.495,-0.749,-2.287,0.811,0.4,0.457,0.247,-0.527,0.253,0.383,-0.379,1.505,0.765,-0.727,-0.376,0.848,1.872,0.451,-0.423,0.09,-1.024,1.42,0.394,1.88,0.288,1.399,-1.667,0.111,-1.299,-0.67
0.14,-0.274,-0.671,-0.605,-1.71,0.141,0.781,0.98,1.028,0.83,-0.982,0.429,-0.623,0.732,0.434,0.213,1.797,-0.84,-0.335,-0.911,-1.404,0.914,-0.351,-0.236,1.245,-0.68,0.271,1.145,0.809,-0.704,0.206,-2.92,0.389,2.473,-1.929,2.303,1.038,1.215,-0.477,0.348,-0.404,0.383,-1.349,1.659,-1.272,-0.435,-0.707,-0.462,0.23,1.608,0.068,0.688,0.218,1.91,-0.585,0.71,-0.781,0.34,0.125,-1.208,0.788,-1.05,-1.127,-1.095,1.426,-0.356,0.07,0.574,-0.357,0.45,0.504,0.417,-1.03,-1.42,0.172,1.187,-0.26,0.791,1.631,0.186,0.559,-2.049,-0.642,-1.049,0.391,-0.908,-0.237,0.046,-0.927,-0.316,0.43,-0.581,-1.064,-2.657,-0.056,-0.47,-0.523,-0.614,0.328,-1.818
-0.677,-0.472,-0.809,1.195,0.777,0.194,-0.516,-0.01,-0.484,0.585,-0.857,0.149,-0.37,1.099,0.501,1.538,-0.142,2.514,-1.141,-1.546,1.104,0.348,2.861,0.524,0.769,-0.985,0.828,0.899,2.662,-0.863,-0.04,-0.292,2.591,-1.66,-0.431,-0.982,-1.198,0.127,1.11,0.27,-2.576,2.877,0.097,0.338,1.09,-0.409,-0.221,0.809,0.061,-0.334,1.321,0.682,0.49,1.456,0.736,-1.018,-1.304,0.965,-0.49,-0.904,0.634,0.183,0.63,0.736,0.464,0.852,-0.97,-0.505,0.65,1.802,1.107,-0.434,1.356,-0.813,-0.478,0.739,0.163,0.108,-0.162,1.171,1.052,-0.913,0.892,-0.744,-2.396,-1.708,1.769,-1.124,-1.324,-0.149,-0.496,2.193,0.856,-2.003,0.614,1.727,-1.318,-1.721,1.76,0.644
2.021,0.38,-1.229,1.019,-0.595,-0.155,-0.645,0.615,-1.068,1.356,-0.298,0.707,0.044,0.529,-0.45,0.202,-0.744,-0.165,2.365,-0.492,-0.207,0.328,-0.49,-0.676,0.394,0.606,-0.096,-0.191,0.252,0.422,-1.266,-0.695,-0.938,0.884,-0.387,0.879,-0.667,-0.957,0.993,0.359,-0.448,-0.035,0.471,0.051,0.815,0.225,-2.067,1.001,-0.922,-0.47,0.577,0.476,-0.503,0.173,0.137,-0.432,-0.698,0.268,0.325,-0.227,-1.161,0.277,0.108,-0.838,-0.948,-1.115,-1.776,-1.449,-0.138,-0.706,-0.825,0.567,1.749,-0.121,0.068,0.552,0.932,-1.123,-0.592,1.31,-0.582,0.879,0.208,0.115,0.088,0.514,0.222,-1.557,0.103,-0.978,-0.927,2.591,-1.001,-1.838,0.782,0.208,-0.677,0.286,-2.114,-0.872
0.758,-1.639,-0.041,-0.54,-0.537,-1.002,-1.254,-0.361,0.045,-0.564,-0.32,2.509,1.706,0.681,0.428,2.663,1.506,1.085,-0.439,0.228,0.315,1.029,-1.073,-0.202,0.391,-0.282,-0.571,-1.113,-0.555,0.454,-0.637,-0.263,0.101,-0.543,-1.074,1.162,0.716,-0.094,0.528,1.853,-0.046,-1.127,-1.821,-0.771,1.345,-1.21,1.318,-0.14,-1.338,-0.027,0.571,0.94,-0.401,1.336,0.279,0.38,-0.071,0.949,0.911,-1.8,-1.89,-0.399,-0.559,0.128,-0.212,-0.965,1.938,0.613,-2.263,1.448,-1.164,-0.04,1.755,-1.009,-2.635,0.24,-0.884,-0.148,-0.795,-1.396,-0.289,-0.877,0.596,0.282,-0.021,0.158,-0.633,-0.778,-0.375,-2.159,0.164,-1.177,-0.766,0.521,0.952,-1.076,-1.88,-1.011,-0.846,0.584
-0.471,0.347,-1.776,0.276,-0.6,0.477,-1.949,0.99,0.447,-0.102,-0.097,-0.889,-0.257,-0.542,0.322,0.328,0.264,-2.449,-0.266,-0.006,-0.824,-1.017,1.078,-0.714,-0.919,-0.124,-0.275,0.256,-1.834,0.119,-0.174,0.193,0.268,0.966,-0.828,0.514,-0.417,1.258,0.121,-0.059,-1.509,1.327,-0.368,0.639,-0.754,-0.273,-0.315,2.164,-0.061,0.237,-0.79,-1.335,0.876,1.472,0.751,0.091,0.058,-0.353,1.96,-0.019,-2.031,1.14,2.677,0.162,0.15,-1.389,-3.019,0.386,1.834,0.464,-0.97,0.57,-1.377,1.951,1.692,-1.271,0.114,-0.433,-0.262,-0.031,-0.542,0.469,0.522,0.624,0.861,0.727,0.035,0.273,-0.138,-1.425,0.728,1.668,-0.138,-1.394,1.659,0.964,0.133,0.88,-0.435,1.783
-0.542,-0.542,-0.553,1.107,1.833,-1.195,-1.781,-1.182,-0.535,0.174,-0.387,-0.804,-0.772,-0.433,0.373,1.389,-2.159,0.677,1.711,-0.303,-0.523,0.313,-0.804,-0.985,-0.211,0.856,0.832,-1.112,0.063,-1.48,-0.764,-0.707,-1.6,0.301,1.084,-0.401,0.056,-0.397,-0.546,-0.605,0.432,1.457,1.421,0.473,-0.169,-1.626,-0.054,0.619,0.262,-1.003,-0.456,-1.44,-1.618,0.213,-0.538,0.21,0.071,-0.81,-1.977,-1.674,-0.555,0.233,-1.209,0.45,-0.843,-0.186,1.431,0.601,0.2,-0.918,1.144,0.1,1.09,-0.812,0.835,0.952,0.179,-0.404,1.349,-1.229,-1.107,-0.63,0.4,0.179,-0.561,1.292,-0.276,-0.08,-0.649,-0.643,0.54,1.339,-0.197,0.33,-0.935,-0.746,0.355,-0.441,0.018,-0.146
-1.474,0.049,0.872,1.253,-1.314,1.775,0.087,0.365,0.898,-0.89,-0.483,1.897,-0.555,0.027,-0.461,1.778,1.286,0.93,-1.099,0.458,1.122,-1.842,0.297,1.575,0.972,0.055,1.763,1.412,0.934,1.678,-1.547,-1.292,0.195,-1.304,-0.712,0.661,-1.167,-0.732,-1.768,1.521,1.333,-0.758,-0.267,-0.342,0.804,1.957,0.792,0.478,-1.287,0.185,0.526,-0.357,-0.343,-1.404,0.16,-1.743,-1.477,0.427,-0.017,-0.302,0.554,0.09,0.14,1.14,-0.9,0.297,0.187,-1.884,1.002,1.093,2.212,-0.696,0.815,-2.999,0.466,1.133,-1.143,-1.411,-0.947,1.469,0.521,0.44,1.06,-0.904,0.35,-0.119,-0.933,-1.325,0.308,-0.087,-0.749,1.024,0.805,-0.074,-2.023,-0.213,0.878,-0.539,1.701,-0.614
-0.022,-0.911,0.715,-1.858,0.553,0.26,-1.392,1.825,0.031,0.382,0.219,0.182,0.676,0.416,0.845,1.803,-1.696,-1.215,0.064,-1.291,-0.12,-0.078,0.386,0.387,-0.86,0.724,0.884,0.116,0.768,1.741,0.118,-2.269,-0.786,0.721,0.714,0.517,0.393,0.199,-0.491,0.912,-0.727,1.257,0.104,-0.334,-1.036,-0.26,-0.127,2.231,-0.585,1.234,-0.467,-1.18,0.315,-0.274,0.274,0.8,1.036,-1.791,-0.305,-0.594,-0.09,-0.952,-0.028,1.224,-1.088,-0.76,1.388,-0.292,1.472,-0.533,1.577,0.689,-1.219,-0.347,-0.363,0.158,-0.166,-1.369,0.57,0.49,2.168,-0.783,-1.316,-1.472,-2.177,-0.313,-0.69,0.912,-0.672,-1.18,1.354,0.187,0.753,0.01,-0.682,0.644,-0.176,-0.468,-0.804,0.514
-0.058,1.51,-0.295,-0.783,0.568,1.509,0.554,0.276,-0.612,-1.678,0.337,0.848,-0.33,-1.417,-0.316,0.724,-1.585,0.462,0.012,-0.046,2.154,-2.389,1.118,0.767,0.934,-0.211,-1.833,0.437,-1.208,0.176,-0.225,2.957,-1.074,0.087,0.588,0.217,0.7,0.164,-0.295,-0.783,0.127,-0.167,0.349,0.695,1.064,-0.191,-0.14,-0.108,0.313,-0.308,0.332,0.097,-0.827,-1.346,1.445,1.11,-0.367,0.157,1.134,1.218,0.263,0.616,-0.952,-0.104,-0.991,0.215,-0.798,-1.064,0.047,-1.842,-0.4,-2.192,0.077,-1.646,0.071,-1.286,0.072,-0.775,1.463,1.186,0.399,-0.465,1.234,2.103,0.074,0.326,1.041,0.898,2.06,0.277,-0.768,0.453,1.126,0.301,-0.566,-0.044,0.153,1.753,-0.729,1.058
-0.794,-3.118,0.363,0.714,0.398,-0.015,0.177,0.137,-1.695,-0.427,-2.718,0.015,0.428,-1.058,0.034,0.611,0.719,0.985,1.552,-0.571,-1.441,-1.195,0.166,0.213,-1.105,1.002,0.064,-1.217,0.06,-1.826,0.101,0.691,0.428,-0.725,-0.067,0.303,-0.417,0.593,-0.115,0.266,-0.745,0.465,1.01,-0.168,1.297,-0.861,0.806,1.364,0.623,-0.858,1.336,0.244,0.318,0.55,0.015,1.146,-0.622,2.241,-0.136,-1.287,-2.448,1.188,1.548,-0.43,1.154,-0.067,0.852,-0.46,1.703,1.5,-0.443,-0.82,0.461,0.393,-0.826,-0.901,1.181,1.538,1.067,1.123,-0.254,-1.37,-1.413,-1.295,-1.862,-1.694,1.217,-1.932,0.021,0.543,0.65,-0.14,0.246,0.947,-0.155,0.783,-0.237,0.271,-0.198,-0.21
-0.178,-0.252,-0.606,-0.421,-0.417,0.322,0.773,-0.102,-0.763,0.502,-2.108,2.531,1.627,-0.491,0.784,0.04,1.538,0.852,-1.661,0.969,-0.044,1.002,-0.12,-0.697,1.301,1.09,-1.823,0.28,-1.265,-1.218,-1.708,-1.05,0.388,-1.418,0.406,-0.499,-0.674,-0.96,0.449,1.937,-0.56,0.864,0.89,-0.3,-0.456,-1.867,-0.993,0.309,0.198,0.013,0.077,1.952,1.919,-0.556,-1.659,-0.625,-0.783,1.466,0.569,-0.744,0.017,-1.011,0.354,1.094,-1.472,1.443,0.362,-0.906,-0.118,0.967,-1.481,0.056,-1.144,0.259,0.376,0.986,0.005,0.532,0.96,-0.616,-0.652,0.414,-0.143,-0.075,2.296,1.565,-0.255,0.728,1.077,0.297,-0.118,-0.655,0.257,1.336,0.808,0.42,-0.951,-0.767,1.332,-0.112
-0.956,-0.214,-0.393,0.453,-0.987,-0.599,-0.45,2.431,-0.753,0.835,0.407,-0.113,0.544,-1.133,-0.201,1.165,0.13,0.277,-1.255,-0.623,-0.261,-0.044,0.082,-0.779,0.234,0.609,1.217,1.816,-1.647,-0.858,-0.5,-0.564,-0.905,-0.409,-1.302,-0.988,0.232,0.541,-0.576,1.211,1.088,-0.309,1.549,-0.791,-0.521,1.241,-0.013,1.504,-0.91,-0.169,-2.096,0.954,-1.666,-1.71,0.938,-0.299,-2.325,-2.241,0.666,0.513,2.003,-0.375,-0.268,-0.243,-0.509,-1.401,1.09,0.47,-0.004,-0.141,1.85,-1.052,1.186,-0.386,-0.477,0.717,-0.509,-0.51,-0.673,0.214,-1.349,-0.234,-0.463,-0.621,0.917,0.957,-0.896,-0.069,0.283,1.307,-1.67,2.124,0.645,-0.154,-0.482,0.469,0.194,0.584,1.204,1.234
-1.44,0.172,0.665,0.183,-0.972,0.04,-0.23,0.274,0.691,-1.084,-0.698,0.848,-1.482,0.194,0.934,1.309,0.44,1.81,-0.642,0.193,1.085,-0.471,0.2,-1.155,1.08,-1.243,-0.189,-0.296,-1.604,0.058,-1.738,-1.692,-1.337,0.719,-0.389,0.445,0.186,-0.705,-1.267,0.617,-1.663,0.171,0.336,0.404,1.092,-2.148,-2.585,0.093,1.147,0.28,0.313,-0.695,1.609,-0.663,2.06,-0.497,-1.544,-0.842,-0.107,-1.618,0.973,-1.222,0.21,-0.627,0.454,1.101,0.383,0.958,-2.384,2.911,-0.757,-0.446,0.964,0.029,0.996,1.738,-0.699,-0.074,-1.829,-0.551,-1.06,1.079,-1.092,-0.114,-0.784,-0.433,2.601,0.17,0.282,-0.546,1.124,1.773,1.132,-0.477,0.56,0.016,-1.103,-0.524,1.263,0.323
-1.196,2.611,0.478,-1.203,0.031,0.864,-0.15,-0.829,-0.79,-2.319,0.725,-0.873,1.229,0.284,1.081,-0.665,1.34,-1.028,1.498,-0.272,-0.095,0.578,0.726,2.422,-0.519,1.001,-0.489,0.431,-0.032,1.336,0.117,-1.094,0.342,0.833,0.66,1.846,-0.048,0.015,-0.207,0.51,-0.155,-1.458,1.225,0.401,-1.567,-1.247,-0.563,0.706,0.077,0.549,-0.132,-0.064,-1.269,-0.632,-0.919,0.026,-0.487,-0.893,0.481,-0.296,0.963,-1.209,-0.808,2.653,-0.017,-0.431,1.013,0.523,-3.005,-0.78,-0.008,0.222,0.43,-0.792,0.805,0.128,-0.596,0.429,-1.162,0.44,-0.315,-0.683,-2.295,-0.542,-0.788,-1.135,-1.001,1.383,0.506,-1.504,-1.586,0.262,-1.627,2.388,-0.377,-0.325,-0.157,0.722,-0.699,-0.434
1.146,0.458,0.445,0.345,-0.853,-0.075,-2.053,0.779,0.102,-1.954,0.361,0.48,0.584,-1.108,1.116,-0.198,-2.182,0.344,1.135,-0.248,1.186,-0.896,1.406,1.092,-0.747,-0.491,1.441,-0.724,-0.705,1.319,1.004,-0.282,2.309,-0.686,-0.924,0.277,-0.392,0.85,1.793,-0.257,-1.929,0.553,-1.481,0.168,0.642,-0.997,0.09,-0.638,-1.563,-1.186,2.465,-0.319,1.165,-0.708,-1.13,-0.245,-0.115,-0.05,-0.384,0.293,1.147,-0.35,1.329,1.122,0.563,-0.74,1.114,-0.179,0.383,0.223,-0.476,-0.222,1.603,0.38,1.219,0.839,-0.46,-1.11,0.544,-1.583,-1.065,-0.725,0.155,-0.337,-0.393,-0.734,0.748,1.072,1.163,1.561,1.695,0.158,-0.81,0.681,-0.062,2.476,0.515,-2.341,0.356,1.407
0.137,-0.42,-1.148,0.382,-1.141,0.336,-2.355,1.025,1.463,-0.513,-0.389,0.011,1.101,-0.587,-1.834,-1.302,1.569,-0.212,0.098,-1.697,0.284,-1.083,0.73,1.45,0.7,0.758,0.759,1.587,0.405,-0.551,-0.325,-0.918,-0.075,0.123,1.702,1.38,0.708,-0.232,-0.446,0.399,2.275,0.154,-1.166,1.407,-2.026,1.087,0.144,1.226,-0.677,-0.611,-1.729,1.797,0.756,1.521,-0.444,-0.07,1.046,1.079,0.645,-0.039,-0.015,1.681,-0.669,0.816,-0.091,0.006,-0.214,-0.268,-0.405,0.364,-0.132,0.613,-0.556,-1.94,-0.124,0.232,-1.127,1.011,-0.867,-0.232,1.082,-0.61,-1.505,0.242,-1.104,-0.708,0.668,-0.414,-0.168,1.572,-0.38,-0.495,-0.624,0.306,1.244,1.454,-0.748,1.042,0.901,-1.081
0.047,-1.766,-0.993,-0.604,0.997,-1.286,-0.826,-1.364,0.668,-1.335,-0.212,1.995,0.406,1.193,0.106,0.882,0.41,0.555,0.91,-1.596,1.824,-0.455,0.281,-0.928,0.609,-0.421,0.201,0.481,0.329,-1.03,0.266,-0.215,-0.679,0.383,-0.098,0.89,-0.252,-0.216,-1.033,-1.628,0.358,0.051,1.505,0.539,0.706,-2.008,-1.717,-2.131,-1.586,0.828,-1.083,-0.365,-0.372,0.465,1.246,0.992,-0.041,0.39,-0.953,-0.599,1.634,-0.469,-0.149,-1.355,-1.297,0.192,-0.808,-0.259,-0.195,0.908,0.202,-1.864,0.804,0.945,1.498,-0.389,-0.908,-0.483,0.307,-0.71,-0.523,-1.114,0.711,0.395,-0.442,-0.292,0.101,1.014,0.669,2.177,1.242,-0.525,-0.366,-1.298,1.491,-1.0,0.488,-0.7,0.803,0.18
-0.965,-1.725,0.967,-0.565,1.453,-0.062,0.168,0.054,1.122,-0.899,0.727,-0.963,0.779,-0.93,-0.325,-0.504,0.933,-0.363,-0.883,1.59,0.619,0.187,-1.159,2.472,0.292,-0.699,-0.748,-1.725,0.794,0.731,0.478,1.627,-0.97,-0.347,0.187,-0.646,0.733,0.908,-1.024,-0.74,-0.36,1.054,0.863,0.474,0.287,-0.181,1.068,-0.079,-0.795,1.003,0.316,0.939,0.736,-0.696,0.183,2.071,0.857,0.499,0.227,-0.398,0.018,-0.1,-0.457,-1.743,-0.505,-0.454,0.865,-0.148,-0.585,0.016,-0.27,-0.991,1.807,0.327,-0.808,-0.904,0.677,1.442,-0.651,-0.735,0.501,1.507,-0.703,0.116,0.141,0.522,-1.498,1.818,-2.158,-1.082,-1.146,0.03,1.059,-0.919,1.12,0.054,1.687,0.066,-2.062,1.32
-1.299,-0.44,1.896,-1.562,1.296,0.068,0.705,1.378,-1.181,-0.467,-0.224,-0.967,-0.114,-0.42,0.578,-0.288,-1.609,0.018,-0.559,-1.129,-0.55,-0.694,0.081,-0.687,1.589,0.165,1.422,-0.764,-1.368,0.748,1.602,0.789,0.908,-0.191,0.903,0.842,-0.028,0.253,0.537,-0.883,-0.07,1.594,0.491,0.249,0.975,-2.029,-1.203,1.099,0.078,-1.059,-0.499,0.216,0.196,0.639,-1.586,0.583,1.651,0.144,-0.72,-0.023,-0.012,-1.979,-0.419,0.751,0.627,1.464,0.979,0.221,-0.383,-0.685,-1.04,1.454,-0.067,0.987,0.043,0.48,-0.377,-0.248,0.527,0.643,-0.573,-0.45,0.087,1.783,-0.532,-0.403,-0.399,1.49,-0.409,2.013,-0.883,0.289,1.059,-2.216,-0.437,-1.344,0.175,1.357,-0.959,2.179
0.77,0.547,0.78,0.595,1.498,0.493,0.398,-0.668,-0.4,1.767,-0.361,0.57,-0.475,-1.531,-0.129,-0.181,0.492,0.416,-0.631,-1.401,-1.257,1.363,0.348,0.71,-0.883,0.793,0.199,-0.39,-0.318,-0.034,1.004,-0.766,-1.431,2.033,-0.431,1.726,-1.155,-0.865,-1.375,-2.658,-0.263,-0.802,1.593,-1.909,2.05,-0.327,-0.395,0.219,0.987,-0.888,1.015,-0.667,1.591,-0.062,0.663,0.443,-0.93,0.047,-1.324,-0.675,-0.509,-0.045,1.383,-0.098,-0.343,0.558,-0.035,0.073,-0.811,0.264,1.443,-1.038,0.539,-1.698,2.449,-0.828,0.661,0.059,-2.185,0.958,0.449,-0.381,-0.078,-0.304,-0.657,0.42,-1.116,-0.078,0.124,1.101,-0.285,1.286,-0.282,-1.262,-0.667,1.099,0.194,-0.764,0.94,-0.572
-0.205,0.254,-0.072,0.355,0.163,0.087,-0.055,0.975,0.539,-0.662,-0.174,-0.308,-0.101,-0.472,0.485,-0.716,-0.245,1.176,1.521,0.23,0.392,-0.346,0.51,0.063,-1.186,-0.846,1.056,1.051,-0.907,-0.25,-1.605,0.673,0.476,-1.044,0.628,1.374,0.373,1.307,-0.398,-0.895,-0.362,1.384,-1.404,-0.045,0.481,0.628,1.212,1.104,0.672,1.471,0.607,-0.761,0.758,-1.287,1.382,0.215,-0.299,-1.766,-0.303,-0.891,-0.948,0.797,-1.005,-0.247,-0.241,-0.769,0.773,-0.055,1.122,-0.972,-0.247,-1.228,1.055,0.533,0.222,1.658,-1.933,-0.441,-0.313,-0.328,-1.112,1.227,0.535,-0.268,-0.165,-0.943,-0.96,0.847,2.013,0.477,-0.176,0.169,1.889,0.254,-0.063,-1.31,-0.712,1.234,-0.866,0.911
0.303,0.744,1.061,-1.917,-1.401,0.439,0.318,-1.699,-0.091,-2.892,-0.055,1.759,1.091,0.164,2.273,-1.96,-0.129,0.108,-1.133,0.518,0.839,0.026,1.844,-0.588,1.254,-0.414,1.045,0.926,-0.416,0.181,0.47,-0.156,-0.913,0.935,-0.681,1.344,0.306,0.176,-1.778,0.928,1.969,0.345,1.12,0.092,0.011,0.064,0.165,-1.626,-0.743,-0.954,-0.532,0.613,-0.206,-0.435,0.276,-0.878,0.6,-1.606,-1.944,0.384,-1.005,0.715,-0.314,0.352,-0.009,-0.227,0.926,2.125,-0.648,-0.322,0.547,0.37,-0.574,-0.094,-0.043,0.238,0.678,-1.507,-0.657,0.488,0.199,-2.177,-1.3,-0.744,-2.393,0.123,0.946,-0.514,0.554,-1.686,-0.459,0.455,-0.379,1.071,-1.028,-1.699,1.91,-0.773,-0.684,0.265
